Participant,source_valence_condition,EP_Score,EC_Effect_CS1_CS2_Difference_Score,intention,color_valence_contingency_memory,US_contingency_memory,hypothesis_awareness,influence_awareness,reactance_IAT,reactance_self_reports,demand_IAT,demand_self_reports
205,CS1_Positive_CS2_Negative,91.42105263157896,9,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
326,CS1_Positive_CS2_Negative,98.22631578947369,2.25,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
514,CS1_Positive_CS2_Negative,13.020588235294099,6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1197,CS1_Positive_CS2_Negative,-4.689473684210554,7.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
393,CS1_Positive_CS2_Negative,-16.561519607843138,10,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1174,CS1_Positive_CS2_Negative,-110.10000000000002,4.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
842,CS1_Positive_CS2_Negative,-4.452356381149002,3.75,Morag,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1250,CS1_Positive_CS2_Negative,-51.12368421052628,5.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
341,CS1_Positive_CS2_Negative,-24.049999999999955,7.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
257,CS1_Positive_CS2_Negative,-53.27777777777783,6.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
529,CS1_Positive_CS2_Negative,-3.3406593406593856,4,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
94,CS1_Positive_CS2_Negative,-11.963157894736753,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
562,CS1_Positive_CS2_Negative,114.94152046783631,2,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
234,CS1_Positive_CS2_Negative,-11.926023391812862,2,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
345,CS1_Positive_CS2_Negative,-80.6035087719298,-1.25,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
670,CS1_Positive_CS2_Negative,50.975877192982466,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
346,CS1_Positive_CS2_Negative,-9.800000000000011,2.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
702,CS1_Positive_CS2_Negative,-114.22514619883043,0,neitherBrand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
801,CS1_Positive_CS2_Negative,-20.74473684210534,2.75,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
838,CS1_Positive_CS2_Negative,55.14509803921561,0,Morag,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
417,CS1_Positive_CS2_Negative,1.2429824561402256,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
510,CS1_Positive_CS2_Negative,11.960526315789423,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
613,CS1_Positive_CS2_Negative,-85.6483918128655,9.5,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1126,CS1_Positive_CS2_Negative,-22.538888888888778,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
102,CS1_Positive_CS2_Negative,35.30000000000007,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
338,CS1_Positive_CS2_Negative,-2.927192982456063,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
653,CS1_Positive_CS2_Negative,28.402836134453764,0.25,neitherBrand,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,CS1_Positive_CS2_Negative,-17.087426900584774,-6,Struan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,CS1_Positive_CS2_Negative,-115.20850533195733,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
677,CS1_Positive_CS2_Negative,-5.32368421052638,9.25,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
746,CS1_Positive_CS2_Negative,-30.757894736842104,0,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
701,CS1_Positive_CS2_Negative,44.38421052631588,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
210,CS1_Positive_CS2_Negative,-104.90359477124184,0,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1149,CS1_Positive_CS2_Negative,-7.5763157894737105,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
466,CS1_Positive_CS2_Negative,-38.968421052631584,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
830,CS1_Positive_CS2_Negative,-33.379084967320296,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
757,CS1_Positive_CS2_Negative,12.54707602339181,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
969,CS1_Positive_CS2_Negative,-120.83090815273476,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
349,CS1_Positive_CS2_Negative,15.752046783625701,0,Struan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,CS1_Positive_CS2_Negative,13.75,3.5,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
870,CS1_Positive_CS2_Negative,-95.4921052631579,10,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
209,CS1_Positive_CS2_Negative,-13.052631578947398,-5,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1213,CS1_Positive_CS2_Negative,55.31274509803916,-5,Struan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1018,CS1_Positive_CS2_Negative,1.7236842105263008,1.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
786,CS1_Positive_CS2_Negative,-31.194444444444457,2.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
482,CS1_Positive_CS2_Negative,10.25870743034045,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
190,CS1_Positive_CS2_Negative,56.73538011695905,7.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
357,CS1_Positive_CS2_Negative,-9.058771929824559,3.5,Struan,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1138,CS1_Positive_CS2_Negative,-2.1783625730994345,5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
45,CS1_Positive_CS2_Negative,-65.79093567251459,6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
281,CS1_Positive_CS2_Negative,-2.315497076023462,4.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
321,CS1_Positive_CS2_Negative,15.607017543859797,8,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
394,CS1_Positive_CS2_Negative,-47.489473684210566,7.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1021,CS1_Positive_CS2_Negative,-29.047368421052624,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1157,CS1_Positive_CS2_Negative,-44.873684210526335,6.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
449,CS1_Positive_CS2_Negative,37.38947368421054,5,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1102,CS1_Positive_CS2_Negative,16.3368421052632,5.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1041,CS1_Positive_CS2_Negative,3.759064327485248,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
937,CS1_Positive_CS2_Negative,-69.69473684210516,4.75,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
905,CS1_Positive_CS2_Negative,-112.53508771929819,7.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
434,CS1_Positive_CS2_Negative,-21.15789473684208,10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
425,CS1_Positive_CS2_Negative,25.01284829721351,9.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
989,CS1_Positive_CS2_Negative,175.1414141414142,8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,CS1_Positive_CS2_Negative,-51.30409356725147,2.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
822,CS1_Positive_CS2_Negative,18.592982456140362,8.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
669,CS1_Positive_CS2_Negative,-68.90691434468533,10,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
778,CS1_Positive_CS2_Negative,-22.089473684210475,3,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1013,CS1_Positive_CS2_Negative,-52.68363003095976,6.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
649,CS1_Positive_CS2_Negative,101.73245614035079,1,Morag,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
722,CS1_Positive_CS2_Negative,104.88421052631583,8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
806,CS1_Positive_CS2_Negative,48.077485380116855,5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1165,CS1_Positive_CS2_Negative,-173.98333333333323,8.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
921,CS1_Positive_CS2_Negative,30.355555555555497,8.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
462,CS1_Positive_CS2_Negative,91.22126696832584,6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
433,CS1_Positive_CS2_Negative,-49.627941176470586,6.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
789,CS1_Positive_CS2_Negative,-53.54215686274517,8,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
954,CS1_Positive_CS2_Negative,-47.165789473684185,1,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
473,CS1_Positive_CS2_Negative,5.875,6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
70,CS1_Positive_CS2_Negative,-10.621052631578891,6,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
829,CS1_Positive_CS2_Negative,109.78890056022408,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
161,CS1_Positive_CS2_Negative,32.29236694677877,7.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1057,CS1_Positive_CS2_Negative,44.066154970760294,4.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
633,CS1_Positive_CS2_Negative,28.021052631578925,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
390,CS1_Positive_CS2_Negative,53.79736842105268,9.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
862,CS1_Positive_CS2_Negative,55.90694874440999,6.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
109,CS1_Positive_CS2_Negative,1.2058479532163915,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
445,CS1_Positive_CS2_Negative,54.22686618507049,7,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
218,CS1_Positive_CS2_Negative,27.62222222222215,-6.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1034,CS1_Positive_CS2_Negative,-86.6583333333333,4.5,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
561,CS1_Positive_CS2_Negative,0.6131578947369007,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
478,CS1_Positive_CS2_Negative,20.273684210526312,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1246,CS1_Positive_CS2_Negative,58.60743034055736,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
101,CS1_Positive_CS2_Negative,-50.950000000000045,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
154,CS1_Positive_CS2_Negative,42.440643274853755,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
354,CS1_Positive_CS2_Negative,11.371052631578948,2,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
269,CS1_Positive_CS2_Negative,-79.34084967320268,7.75,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
706,CS1_Positive_CS2_Negative,-136.51461988304106,3.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
642,CS1_Positive_CS2_Negative,8.38596491228077,9,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
374,CS1_Positive_CS2_Negative,-130.12506449948398,6.25,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
790,CS1_Positive_CS2_Negative,40.21699346405239,6,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
317,CS1_Positive_CS2_Negative,30.284300494826766,6.5,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
62,CS1_Positive_CS2_Negative,-29.53520811833505,3,Morag,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
690,CS1_Positive_CS2_Negative,35.10268317853456,8,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
114,CS1_Positive_CS2_Negative,19.550000000000068,2,Morag,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
318,CS1_Positive_CS2_Negative,-154.18830409356735,10,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1069,CS1_Positive_CS2_Negative,-50.01842105263154,10,Morag,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
262,CS1_Positive_CS2_Negative,-41.150000000000034,0,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
525,CS1_Positive_CS2_Negative,-110.98067165462669,4.75,Struan,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
810,CS1_Positive_CS2_Negative,13.1388888888888,8,Morag,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
249,CS1_Positive_CS2_Negative,-61.05555555555554,0.25,Struan,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
673,CS1_Positive_CS2_Negative,-41.49122807017545,10,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
286,CS1_Positive_CS2_Negative,-5.280873753010042,-1,neitherBrand,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
729,CS1_Positive_CS2_Negative,-6.009868421052602,10,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
805,CS1_Positive_CS2_Negative,-16.924320605435128,5,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1242,CS1_Positive_CS2_Negative,-23.867251461988303,0,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
834,CS1_Positive_CS2_Negative,-18.995604395604403,2,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1045,CS1_Positive_CS2_Negative,-32.652046783625735,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
594,CS1_Positive_CS2_Negative,-21.855263157894683,-3.5,Struan,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
770,CS1_Positive_CS2_Negative,-11.833333333333371,-0.25,Morag,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
